    1:    0:2295.49985276:3241.51659094  : 1 ; Oilseed farming
  212:    2:0.02253027:0.55952041  : 1 ; Oilseed farming : 351 ; Monetary authorities and depository credit intermediation : 347 ; "Securities, commodity contracts, investments "
  213:    2:0.14891110:0.37409230  : 1 ; Oilseed farming : 115 ; Petroleum refineries : 126 ; Other basic organic chemical manufacturing
  214:    2:0.04334583:0.44465537  : 1 ; Oilseed farming : 19 ; Agriculture and forestry support activities : 85 ; All other miscellaneous textile product mills
  215:    3:0.05160175:0.42289734  : 1 ; Oilseed farming : 115 ; Petroleum refineries : 20 ; Oil and gas extraction : 357 ; Lessors of nonfinancial intangible assets
  216:    1:0.03856745:0.45580940  : 1 ; Oilseed farming : 404 ; Food services and drinking places
  217:    3:0.16214653:0.35737224  : 1 ; Oilseed farming : 115 ; Petroleum refineries : 20 ; Oil and gas extraction : 120 ; Petrochemical manufacturing
  218:    4:0.25145500:0.34651825  : 1 ; Oilseed farming : 19 ; Agriculture and forestry support activities : 130 ; Fertilizer Manufacturing : 32 ; Natural gas distribution : 20 ; Oil and gas extraction
  219:    3:0.15667950:0.36309647  : 1 ; Oilseed farming : 352 ; Real estate : 379 ; Services to buildings and dwellings : 115 ; Petroleum refineries
  220:    2:0.24214873:0.35645541  : 1 ; Oilseed farming : 8 ; Cotton farming : 324 ; Truck transportation
  221:    3:0.27181842:0.32999618  : 1 ; Oilseed farming : 1 ; Oilseed farming : 352 ; Real estate : 381 ; Waste management and remediation services
  222:    2:0.06846522:0.38014357  : 1 ; Oilseed farming : 1 ; Oilseed farming : 320 ; Wholesale trade
  223:    2:0.02647200:0.40658094  : 1 ; Oilseed farming : 352 ; Real estate : 346 ; Nondepository credit intermediation and related activities
  224:    2:0.11064873:0.37801357  : 1 ; Oilseed farming : 19 ; Agriculture and forestry support activities : 383 ; "Colleges, universities, and junior colleges "
  225:    2:0.05937433:0.36393318  : 1 ; Oilseed farming : 131 ; Pesticide and other agricultural chemical manufacturing : 141 ; All other chemical product and preparation manufacturing
  226:    3:0.18744416:0.33939859  : 1 ; Oilseed farming : 1 ; Oilseed farming : 19 ; Agriculture and forestry support activities : 12 ; Cattle ranching and farming
  227:    2:0.14024816:0.35241988  : 1 ; Oilseed farming : 1 ; Oilseed farming : 39 ; Nonresidential maintenance and repair
  228:    3:0.21926106:0.32515253  : 1 ; Oilseed farming : 1 ; Oilseed farming : 19 ; Agriculture and forestry support activities : 14 ; "Animal production, except cattle and poultry and eggs "
  229:    3:0.14521626:0.33653102  : 1 ; Oilseed farming : 115 ; Petroleum refineries : 115 ; Petroleum refineries : 115 ; Petroleum refineries
  230:    3:0.14385224:0.33336997  : 1 ; Oilseed farming : 1 ; Oilseed farming : 115 ; Petroleum refineries : 115 ; Petroleum refineries
  231:    2:0.02255897:0.49981373  : 1 ; Oilseed farming : 19 ; Agriculture and forestry support activities : 19 ; Agriculture and forestry support activities
  232:    2:0.03358882:0.39696946  : 1 ; Oilseed farming : 351 ; Monetary authorities and depository credit intermediation : 404 ; Food services and drinking places
  233:    1:0.02619472:0.41824373  : 1 ; Oilseed farming : 202 ; Other fabricated metal manufacturing
  234:    3:0.14250103:0.33023862  : 1 ; Oilseed farming : 1 ; Oilseed farming : 1 ; Oilseed farming : 115 ; Petroleum refineries
  235:    2:0.09161593:0.32980100  : 1 ; Oilseed farming : 125 ; All other basic inorganic chemical manufacturing : 23 ; "Copper, nickel, lead, and zinc mining "
  236:    1:0.02787246:0.36914155  : 1 ; Oilseed farming : 359 ; Accounting and bookkeeping services
  237:    2:0.02266543:0.32726247  : 1 ; Oilseed farming : 1 ; Oilseed farming : 351 ; Monetary authorities and depository credit intermediation
  238:    1:0.02025725:0.38313683  : 1 ; Oilseed farming : 186 ; Plate work and fabricated structural product manufacturing
  239:    1:-0.00218651:-0.93545545  : 1 ; Oilseed farming : 348 ; Insurance carriers
  240:    2:-0.03120048:-0.43331174  : 1 ; Oilseed farming : 348 ; Insurance carriers : 349 ; "Insurance agencies, brokerages, and related "
